Creole,English
"Mi gyalang lookin bess, luv","My girlfriend is looking the best, love"
Ah wah go a de fete laterz dey,I want to go to the party later
"Mehson, yuh know yuh ah de wassy one","My son, you know you're the mischievous one"
De padna bess than alluh we,The friend is better than all of us
"Ah wah setta frens, weys","I want a set of friends, wow"
Ah tink de macociousness start,I think the curiosity is starting
Yuh dey inna de liming scene,You're in the hanging out scene
"Mi cya tek dat horning, breda","I can't take that cheating, brother"
"Ah de top dawg, yuh nuh see?","I'm the top guy, don't you see?"
Dat backchat ent good,That talks aren't good
Mi cah deal wid de nutten,I can't deal with the nothing
Mi neva see yuh woking so hard,I never see you working so hard
"Ah wah bess lime, weyss","I want the best hangout, wow"
"She gi mi de choonks, yuh know","She gave me the money, you know"
Mi wud gih yuh a bligh,I would give you a favor
"Ah wah bess vibes, breda","I want the best vibes, brother"
Ah cyah tek dat sickenin behavior,I can't take that annoying behavior
"De bacchanal reach, ah fed up","The confusion has arrived, I am fed up"
"Yuh get dat dress, it rel bad",Did you get that dress? It's really cool
Mi cya handle de presha,I can handle the pressure
"She bringin de vaps, yuh know","She's bringing the gossip, you know"
"De wuk ent easy, meen","The work ain't easy, I ain't"
Yuh see de bwoy wok hard,You see the boy working hard
Mi gih she de boof,I scolded her
Dat cyah be de wuk of God,That can't be the work of God
Mi neva see dat bakkle,I never see that bottle
Mi cah wuk dat wok,I can't work that work
Mi dey ah de lata dey,I'm at the goodbye
"Ah gih she de side-eye, she too chupid","I gave her the side-eye, she's too stupid"
"Yuh ah de wassy one, always up tuh sumting","You're the mischievous one, always up to something"
"Mi gih de bly, but she gehin on dotish","I gave the favor, but she's acting stupid"
"Mi cah believe dat bacchanal, it ent makin sense","I can't believe that confusion, it doesn't make sense"
"Yuh goin by shaguanas, allyuh like traffic","You're going to Chaguanas, you all like traffic"
"Mi deh ah de lata dey, laterz, mehson","I'm at the goodbye, later, my son"
"Ah fedup wid allyuh, too much bacchanal","I am fed up with all of you, too much confusion"
"Yuh see dem gyals, always causing trouble","You see those girls, always causing trouble"
"Mi goin by sando, yuh comin?","I'm going to San Fernando, are you coming?"
"She gi mi de cut-eye, but ah doh care","She gave me the side-eye, but I don't care"
"Ah wah sumn sweet, gimme dat candy","I want something sweet, give me that candy"
"Mi tinkin bout startin ah business, yuh in?","I'm thinking about starting a business, are you in?"
Yuh tink dis ah good idea?,Do you think this is a good idea?
"Ah wah sumn hot, bring meh dat pepper sauce","I want something hot, bring me that pepper sauce"
Yuh dey inna de topdawg position,"You're in the top position, my friend"
Yuh goin Tobago? Lewwe plan ah lime,You're going to Tobago? Let's plan a hangout
"Ah wah ah phone fuh Christmas, allyuh chupid or what?","I want a phone for Christmas, are you all stupid or what?"
Wah yuh feelin for?,What are you in the mood for?
"Yuh bringin de vybz, dis lime go be good","You're bringing the good atmosphere, this hangout will be good"
"Dat man doh know how tuh dance, serious ting","That man doesn't know how to dance, it's a serious thing"
Yuh know any gud liming spots?,Do you know any good hangout spots?
"She always bringin de vybz, I like she","She always brings the good vibes, I like her"
"Mi gih she ah lil bligh, she say thanks","I gave her a little favor, she said thanks"
Yuh tink dis waz ah good lime?,Do you think this was a good hangout?
"Mi cah tek dat presha, too much stress","I can't take that pressure, too much stress"
Wah time yuh wah come over?,What time do you want to come over?
"Ah wah ah car fuh meh birthday, rel bad ting","I want a car for my birthday, it's a really cool thing"
"Mi neva see dat bakkle, where yuh get it?","I never saw that bottle, where did you get it?"
"Yuh bringin de vibes, we need dat energy","You're bringing the good atmosphere, we need that energy"
"Ah want ah phone fuh d Christmas, allyuh","I want a phone for Christmas, everybody"
"Lewwe go and lime, Tobago have de best vibes","Let's go and hangout, Tobago has the best vibes"
"Ah fedup with allyuh, too much bacchanal","I am fed up with all of you, too much confusion"
Ah see dem girls shopping fuh clothes,I saw those girls shopping for clothes
"Yuh hear dat song, it have rel vibes",Did you hear that song? It has really good vibes
"Mi gih she de cuttail, she was actin up","I gave her a punishment, she was acting up"
"She always late fuh de lime, dat gyul","She's always late for the hangout, that girl"
Ah ketch dem boys playin cricket in de park,I caught those boys playing cricket in the park
"Yuh sure bai, allyuh comin tuh de fete?",Are you sure? Are you all coming to the party?
"Dat man doh know how tuh fix tings, he lost","That man doesn't know how to fix things, he's lost"
Yuh hear dem chirren luv tuh play outside?,Did you hear those children love to play outside?
"She always talkin on de fone, non-stop","She's always talking on the phone, non-stop"
"Mi cah believe dat bacchanal, total chaos","I can't believe that confusion, total chaos"
Yuh think dat making any sense?,Do you think that's making any sense?
"Dat gyal doh know how tuh swim, serious ting","That girl doesn't know how to swim, it's a serious thing"
"Mi see dem ladies jogging in de mrn, stayin fit","I saw those ladies jogging in the morning, staying fit"
"Ah hear dem fellas singin karaoke, dey good","I heard those guys singing karaoke, they're good"
"She always causin trouble, dat one, drama queen","She's always causing trouble, that one, drama queen"
Yuh know how tuh get tuh sando?,Do you know how to get to San Fernando?
"Mi gih she ah bligh, but she ungrateful","I gave her a favor, but she's ungrateful"
"Yuh see dem boys playin video games, all day","You see those boys playing video games, all day"
"Ah ketch dem girls whining at de party, dey havin fun","I caught those girls dancing at the party, they're having fun"
Yuh ever go tobago? Dat island rel nice,Have you ever been to Tobago? That island is really nice
"Yuh makin rhell money wukin dat job, congrats","You're making a lot of money working at that job, congrats"
"Mi gih she de side-eye, she movin funny","I gave her the side-eye, she's acting strange"
"Ah fedup with allyuh, too much drama","I am fed up with all of you, too much drama"
"Yuh see dat car ova dey, rhell bad","You see that car over there, it's really cool"
Yuh goin by shaguanas? Dat place have vibes,Are you going to Chaguanas? That place has good vibes
"Mi see dem fellas limin by de Savannah, coolin","I saw those guys hanging out by the Savannah, chilling"
Yuh ever go to sandy grandy? Nice place,Have you ever been to Sangre Grande? It's a nice place
"Mi dey in Tobago, de vibes nice","I'm in Tobago, the vibes are nice"
Yuh goin by sando for food? Dey have de best roti,Are you going to San Fernando for food? They have the best roti
"Lewwe press, dis lime go be epic","Let's go, this hangout will be epic"
"Ah wah sumn sweet, gimme dat chocolate","I want something sweet, give me that chocolate"
"Mi goin by shaguanas, allyuh comin?","I'm going to Chaguanas, are you all coming?"
"She bringin de vybz, we need dat energy","She's bringing the good atmosphere, we need that energy"
Yuh see dem chirren playin hide and seek?,Did you see those children playing hide and seek?
"Mi see dem fellas plannin ah trip, sounds fun","I saw those guys planning a trip, sounds fun"
Yuh ever go Tobago? Beautiful place,Have you ever been to Tobago? It's a beautiful place
"Mi gih she ah lil bly, she appreciate it","I gave her a little favor, she appreciated it"
"Mi see dem ladies shopping fuh clothes, dey stylish","I saw those ladies shopping for clothes, they're stylish"
"Wah yuh bringin de vibes, we need dat?",What vibes are you bringing? We need that.
"Buh wah yuh sayin, mek it mek sense nah",What are you saying? Make it make sense now.
Wah yuh think 'bout de new restaurant downtown?,What do you think about the new restaurant downtown?
Ah hopin' fuh ah bright and successful future,I'm hoping for a bright and successful future
Ah hopin' tuh geh ah laptop fuh meh birthday,I'm hoping to get a laptop for my birthday
Dey makin' dey own decisions in de long run,They are making their own decisions in the long run
Wah day yuh feelin' to link up?,What day are you feeling to meet up?
Ah mango issa tropical fruit,A mango is a tropical fruit
Ah woman is de nurturer of de family,A woman is the nurturer of the family
Wah iz de hour on yuh watch?,What is the time on your watch?
Ah dreamin' 'bout ah vacation fuh de holidays,I'm dreaming about a vacation for the holidays
He issa captain of de team,He is the captain of the team
Ah turtle issa reptile,A turtle is a reptile
She issa leader in de community,She is a leader in the community
"Wah iz de plan for de weekend, allyuh?","What is the plan for the weekend, everyone?"
Ah cake issa sweet dessert,A cake is a sweet dessert
He issa scholar in his field,He is a scholar in his field
Wah iz de first ting on yuh mind?,What is the first thing on your mind?
Ah garden issa peaceful place,A garden is a peaceful place
She issa doctor at the hospital,She is a doctor at the hospital
Wah iz de next step in yuh journey?,What is the next step in your journey?
Ah river issa natural watercourse,A river is a natural watercourse
He issa musician on de stage,He is a musician on the stage
Wah iz de reason for yuh absence?,What is the reason for your absence?
Ah breeze issa gentle wind,A breeze is a gentle wind
Dey issa family at de core,They are a family at the core
Wah iz de purpose of yuh visit?,What is the purpose of your visit?
Ah book issa source of knowledge,A book is a source of knowledge
She issa chef in de kitchen,She is a chef in the kitchen
